,type
13241,"['male', 'song']"
13242,"['adult', 'sex uncertain']"
13243,['']
13244,['']
13245,['']
13246,['']
13247,['']
13248,['']
13249,['']
13250,['flight call']
13251,['call']
13252,['flight call']
13253,['flight call']
13254,"['call', 'flight call']"
13255,['call']
13256,['flight call']
13257,['call']
13258,['call']
13259,"['call', 'flight call', 'juvenile']"
13260,['call']
13261,['call']
13262,['flight call']
13263,['flight call']
13264,"['bird flushed', 'call', 'flight call']"
13265,"['call', 'flight call']"
13266,"['call', 'flight call']"
13267,"['call', 'flight call', 'taking off']"
13268,['call']
13269,"['alarm call', 'call']"
13270,"['alarm call', 'call']"
13271,"['alarm call', 'call', 'flight call', 'various calls']"
13272,"['call', 'mating calls']"
13273,['alarm call']
13274,['call']
13275,['call']
13276,['call']
13277,['call']
13278,['call']
13279,['call']
13280,['call']
13281,['call']
13282,['call']
13283,['call']
13284,['call']
13285,['call']
13286,['nocturnal flight call']
13287,['nocturnal flight call']
13288,['flight call']
13289,['call']
13290,['uncertain']
13291,"['adult', 'call']"
13292,['nocturnal flight call']
13293,['']
13294,['']
13295,['']
13296,['']
13297,['']
13298,['call']
13299,['song']
13300,['call']
13301,['alarm call']
13302,['call']
13303,['call']
13304,['call']
13305,['call']
13306,['call']
13307,"['alarm call', 'call']"
13308,['call']
13309,['flight call']
13310,['calls']
13311,['call']
13312,['song']
13313,['song']
13314,['call']
13315,['call']
13316,['call']
13317,['call']
13318,"['call', 'calls in conflict', 'juvenile']"
13319,['call']
13320,"['call', 'calls in conflict']"
13321,['call']
13322,"['begging call', 'call', 'juvenile']"
13323,['call']
13324,['flight call']
13325,['calls']
13326,['flight calls']
13327,['take-off and flight calls']
13328,['alarm call (?)']
13329,['call']
13330,['flight call']
13331,['call']
13332,['flight call']
13333,['call']
13334,['flight call']
13335,['call']
13336,['call']
13337,['flight call']
13338,['flight call']
13339,['flight call']
13340,"['call', 'flight call']"
13341,['flight call']
13342,"['alarm call', 'flight call']"
13343,['calls on taking flight']
13344,['flight call']
13345,"['alarm call', 'call']"
13346,"['alarm call', 'flight call']"
13347,"['alarm call', 'flight call']"
13348,['song']
13349,['call']
13350,['flight call']
13351,['flight call']
13352,['call']
13353,['flight call']
13354,['flight call']
13355,"['alarm call', 'flight call']"
13356,['flight call']
13357,['call']
13358,['song']
13359,['song']
13360,"['call', 'female', 'male']"
13361,['call']
13362,['Alarm call in flight']
13363,['Alarm call']
13364,['flush and landing calls']
13365,"['call', 'juvenile']"
13366,"['adult', 'sex uncertain', 'song']"
13367,['flight call']
13368,"['adult', 'flight call', 'sex uncertain']"
13369,['song']
13370,['song']
13371,['call']
13372,"['adult', 'flight call', 'sex uncertain']"
13373,['territorial call']
13374,['call']
13375,"['call', 'flight call']"
13376,"['adult', 'call', 'flight call', 'sex uncertain']"
13377,"['adult', 'alarm call', 'sex uncertain']"
13378,"['adult', 'flight call', 'sex uncertain']"
13379,['song']
13380,"['adult', 'call', 'sex uncertain']"
13381,['flight call']
13382,['flight call']
13383,['call']
13384,['call']
13385,['uncertain']
13386,"['adult', 'alarm call', 'sex uncertain']"
13387,['call']
13388,['call']
13389,['call']
13390,['uncertain']
13391,['flight call']
13392,['flight call']
13393,['uncertain']
13394,['']
13395,['']
13396,['']
13397,['']
13398,['']
13399,['']
13400,['']
13401,['']
13402,['']
13403,['']
13404,['']
13405,['']
13406,['']
13407,['']
13408,['']
13409,['']
13410,['']
13411,['']
13412,['']
13413,['']
13414,['flight call']
13415,['call']
13416,['call']
13417,['song']
13418,['call']
13419,['call']
13420,['song']
13421,"['call', 'flight call']"
13422,['call']
13423,['call']
13424,['flight call']
13425,['call']
13426,['song']
13427,['song']
13428,['call']
13429,['call']
13430,['call']
13431,"['call', 'song']"
13432,['song']
13433,['song']
13434,['song']
13435,['call']
13436,['call']
13437,"['adult', 'call', 'sex uncertain']"
13438,['call']
13439,"['adult', 'call', 'sex uncertain']"
13440,"['adult', 'call', 'sex uncertain']"
13441,"['adult', 'sex uncertain', 'song']"
13442,"['adult', 'call', 'sex uncertain']"
13443,"['adult', 'sex uncertain', 'song']"
13444,['']
13445,['']
13446,['']
13447,['']
13448,['']
13449,['']
13450,"['call', 'flight call']"
13451,"['call', 'song']"
13452,['call']
13453,['call']
13454,['song']
13455,['song']
13456,['song']
13457,['song']
13458,['song']
13459,['call']
13460,"['call', 'male']"
13461,['song']
13462,"['female', 'male', 'song']"
13463,"['call', 'song']"
13464,['song']
13465,['song']
13466,['song']
13467,['song']
13468,['song']
13469,['song']
13470,['song']
13471,['call']
13472,['call']
13473,['song']
13474,['song']
13475,['song']
13476,['song']
13477,['song']
13478,['song']
13479,['song']
13480,['call']
13481,['call']
13482,['song']
13483,['song']
13484,['call']
13485,['song']
13486,['call']
13487,['song']
13488,['song']
13489,['song']
13490,['song']
13491,['song']
13492,['song']
13493,['song']
13494,['song']
13495,['song']
13496,['song']
13497,['song']
13498,['song']
13499,['call']
13500,['song']
13501,['song']
13502,['call']
13503,['song']
13504,['song']
13505,['song']
13506,['song']
13507,['song']
13508,['song']
13509,['song']
13510,['song']
13511,['call']
13512,['song']
13513,['song']
13514,"['adult', 'sex uncertain', 'song']"
13515,"['adult', 'sex uncertain']"
13516,"['life stage uncertain', 'sex uncertain', 'song']"
13517,"['adult', 'sex uncertain', 'song']"
13518,"['adult', 'song']"
13519,"['call', 'song']"
13520,['song']
13521,['song']
13522,['song']
13523,['song']
13524,['call']
13525,"['call', 'subsong']"
13526,"['call', 'subsong']"
13527,"['adult', 'song']"
13528,"['adult', 'call', 'life stage uncertain', 'scold', 'sex uncertain']"
13529,"['adult', 'call', 'life stage uncertain', 'scold', 'sex uncertain']"
13530,"['adult', 'call', 'life stage uncertain', 'scold', 'sex uncertain']"
13531,"['adult', 'call', 'life stage uncertain', 'scold', 'sex uncertain']"
13532,"['adult', 'male', 'song']"
13533,['call']
13534,['call']
13535,['call']
13536,['song']
13537,"['adult', 'sex uncertain', 'song']"
13538,['song']
13539,"['adult', 'sex uncertain', 'song']"
13540,"['adult', 'sex uncertain', 'song']"
13541,['']
13542,['']
13543,['']
13544,['juvenile']
13545,['song']
13546,['call']
13547,['call']
13548,['song']
13549,['call']
13550,['call']
13551,"['call', 'song']"
13552,"['call', 'song']"
13553,['song']
13554,['song']
13555,['song']
13556,"['female', 'male', 'song']"
13557,['song']
13558,['alarm call']
13559,['call']
13560,['call']
13561,"['call', 'song']"
13562,['song']
13563,['song']
13564,['song']
13565,['call']
13566,"['male', 'song']"
13567,['song']
13568,['song']
13569,['call']
13570,"['adult', 'call']"
13571,['call']
13572,"['adult', 'song']"
13573,"['sex uncertain', 'song']"
13574,"['sex uncertain', 'song']"
13575,"['adult', 'call', 'sex uncertain', 'song']"
13576,"['alarm call', 'life stage uncertain', 'sex uncertain', 'song']"
13577,"['adult', 'call', 'sex uncertain']"
13578,['call']
13579,['call']
13580,['']
13581,['call']
13582,['call']
13583,"['call', 'male']"
13584,['song']
13585,"['adult', 'call', 'sex uncertain']"
13586,['']
13587,['song']
13588,['song']
13589,['song']
13590,['alarm call']
13591,"['alarm call', 'song']"
13592,['alarm call']
13593,['song']
13594,['song']
13595,['call']
13596,['alarm call']
13597,['song']
13598,['song']
13599,['call']
13600,['song']
13601,"['female', 'male', 'song']"
13602,['call']
13603,['song']
13604,['call']
13605,"['call', 'song']"
13606,['call']
13607,['song']
13608,"['call', 'traffic']"
13609,"['female', 'male', 'song']"
13610,"['call', 'song']"
13611,['song']
13612,['song']
13613,"['call', 'song']"
13614,['song']
13615,['song']
13616,['song']
13617,['song']
13618,['Song']
13619,['call']
13620,['alarm call']
13621,['alarm call']
13622,['song']
13623,['call']
13624,"['call', 'song']"
13625,['song']
13626,['song']
13627,['call']
13628,['song']
13629,['song']
13630,['song']
13631,['song']
13632,['call']
13633,['call']
13634,['song']
13635,['song']
13636,['call']
13637,['song']
13638,['call']
13639,['song']
13640,['song']
13641,['call']
13642,['song']
13643,['call']
13644,['song']
13645,['call']
13646,['call']
13647,['call']
13648,['alarm call']
13649,['call']
13650,['call']
13651,['song']
13652,['call']
13653,['call']
13654,['song']
13655,['call']
13656,['call']
13657,['call']
13658,"['call', 'song']"
13659,['song']
13660,['call']
13661,"['call', 'song']"
13662,['call']
13663,['call']
13664,"['call', 'song']"
13665,"['call', 'song']"
13666,"['call', 'song']"
13667,"['call', 'song']"
13668,['call']
13669,['call']
13670,['call']
13671,"['call', 'song']"
13672,['call']
13673,['song']
13674,['call']
13675,"['call', 'song']"
13676,['call']
13677,['call']
13678,['call']
13679,"['call', 'song']"
13680,['song']
13681,"['call', 'song']"
13682,"['call', 'song']"
13683,"['call', 'song']"
13684,"['call', 'song']"
13685,"['call', 'song']"
13686,['call']
13687,['call']
13688,['song']
13689,['song']
13690,['song']
13691,['call']
13692,['call']
13693,"['call', 'song']"
13694,['call']
13695,['call']
13696,['call']
13697,['song']
13698,"['call', 'song']"
13699,['call']
13700,['call']
13701,['song']
13702,['song']
13703,"['adult', 'male', 'song']"
13704,"['adult', 'call']"
13705,['call']
13706,['call']
13707,['call']
13708,"['life stage uncertain', 'sex uncertain']"
13709,"['adult', 'sex uncertain']"
13710,['song']
13711,"['adult', 'call']"
13712,['call']
13713,"['adult', 'call', 'sex uncertain']"
13714,"['adult', 'sex uncertain']"
13715,"['adult', 'sex uncertain', 'song']"
13716,"['adult', 'call', 'sex uncertain']"
13717,"['adult', 'call', 'sex uncertain']"
13718,"['adult', 'call', 'sex uncertain']"
13719,"['adult', 'call', 'sex uncertain']"
13720,"['adult', 'call', 'sex uncertain']"
13721,"['adult', 'call', 'sex uncertain']"
13722,"['adult', 'call', 'sex uncertain']"
13723,"['adult', 'call', 'sex uncertain']"
13724,['call']
13725,['call']
13726,['call']
13727,"['adult', 'call', 'sex uncertain']"
13728,"['call', 'life stage uncertain', 'sex uncertain']"
13729,['call']
13730,['call']
13731,['call']
13732,"['life stage uncertain', 'sex uncertain']"
13733,"['adult', 'call', 'sex uncertain', 'song']"
13734,"['adult', 'call']"
13735,"['adult', 'call', 'sex uncertain']"
13736,"['adult', 'call', 'sex uncertain']"
13737,"['adult', 'alarm call', 'sex uncertain']"
13738,['song']
13739,"['adult', 'call', 'sex uncertain']"
13740,"['adult', 'call', 'male']"
13741,['']
13742,['']
13743,['']
13744,['']
13745,['']
13746,['']
13747,['']
13748,['song']
13749,['song']
13750,['song']
13751,['call']
13752,['song']
13753,['song']
13754,"['female', 'male', 'song']"
13755,['call']
13756,['call']
13757,['song']
13758,['song']
13759,['song']
13760,"['male', 'song']"
13761,['song']
13762,['song']
13763,['call']
13764,['song']
13765,['song']
13766,['call']
13767,['song']
13768,['song']
13769,['song']
13770,['song']
13771,['song']
13772,['song']
13773,['song']
13774,['song']
13775,['song']
13776,['song']
13777,['call']
13778,['song']
13779,['call']
13780,['call']
13781,['call']
13782,['song']
13783,['song']
13784,['song']
13785,['song']
13786,['song']
13787,['song']
13788,['song']
13789,['song']
13790,['call']
13791,['call']
13792,['song']
13793,['song']
13794,['song']
13795,['song']
13796,['song']
13797,['song']
13798,['call']
13799,['song']
13800,['song']
13801,['song']
13802,['song']
13803,['song']
13804,['song']
13805,['song']
13806,['song']
13807,['song']
13808,['song']
13809,['song']
13810,['call']
13811,['song']
13812,['song']
13813,['song']
13814,['song']
13815,['song']
13816,['song']
13817,"['adult', 'sex uncertain', 'song']"
13818,['song']
13819,"['life stage uncertain', 'sex uncertain', 'song']"
13820,"['life stage uncertain', 'sex uncertain', 'song']"
13821,['call']
13822,"['male', 'song']"
13823,['song']
13824,['song']
13825,['song']
13826,['song']
13827,['song']
13828,['song']
13829,['song']
13830,['song']
13831,['song']
13832,['song']
13833,['song']
13834,['song']
13835,['song']
13836,['song']
13837,['song']
13838,"['adult', 'call', 'male']"
13839,"['adult', 'call', 'male']"
13840,['']
13841,['']
13842,['']
13843,['']
13844,['']
13845,['song']
13846,['song']
13847,['song']
13848,"['male', 'song']"
13849,['song']
13850,"['call', 'song']"
13851,['song']
13852,"['male', 'song']"
13853,"['male', 'song']"
13854,"['male', 'song']"
13855,"['male', 'song']"
13856,"['male', 'song']"
13857,"['male', 'song']"
13858,"['male', 'song']"
13859,"['male', 'song']"
13860,['song']
13861,"['male', 'song']"
13862,"['male', 'song']"
13863,"['a very untypical song', 'probably throat defect']"
13864,"['male', 'song']"
13865,"['male', 'song']"
13866,"['male', 'song']"
13867,['song']
13868,['song']
13869,['song']
13870,['call']
13871,['call']
13872,['alarm call']
13873,['song']
13874,"['male', 'song']"
13875,['alarm call']
13876,['call']
13877,"['Rattle', 'call']"
13878,['song']
13879,['alarm call']
13880,['song']
13881,['song']
13882,['song']
13883,['song']
13884,"['male', 'song']"
13885,['song']
13886,['song']
13887,['song']
13888,['song']
13889,"['call', 'male', 'song']"
13890,['song']
13891,"['male', 'song']"
13892,"['male', 'song']"
13893,"['male', 'song']"
13894,"['male', 'song']"
13895,['song']
13896,"['Rattle', 'call']"
13897,"['call', 'juvenile']"
13898,['call']
13899,"['autumn subsong', 'male', 'song']"
13900,"['alarm call', 'autumn subsong', 'call']"
13901,"['autumn subsong', 'call', 'male']"
13902,['call']
13903,"['autumn subsong', 'call']"
13904,"['male', 'song']"
13905,['song']
13906,['song']
13907,['song']
13908,['alarm call']
13909,"['alarm call', 'begging call', 'juvenile']"
13910,"['male', 'song']"
13911,"['male', 'song']"
13912,['call']
13913,['alarm call']
13914,"['alarm call', 'female', 'male']"
13915,['song']
13916,['song']
13917,['song']
13918,['song']
13919,['call']
13920,['song']
13921,['song']
13922,['song']
13923,['song']
13924,['song']
13925,['song']
13926,['song']
13927,['song']
13928,['song']
13929,['song']
13930,['song']
13931,"['male', 'song']"
13932,['song']
13933,['song']
13934,['song']
13935,['song']
13936,['song']
13937,['song']
13938,['song']
13939,['song']
13940,['song']
13941,['song']
13942,['song']
13943,['song']
13944,['song']
13945,"['male', 'song']"
13946,['song']
13947,['song']
13948,['song']
13949,['song']
13950,['call']
13951,['song']
13952,"['male', 'song']"
13953,['alarm call']
13954,"['male', 'song']"
13955,"['male', 'song']"
13956,['call']
13957,['call']
13958,['Song']
13959,['alarm call']
13960,"['male', 'song']"
13961,"['male', 'song']"
13962,['song']
13963,['song']
13964,"['male', 'song']"
13965,"['male', 'song']"
13966,"['male', 'song']"
13967,['song']
13968,"['male', 'song']"
13969,['alarm call']
13970,['alarm call']
13971,"['male', 'song']"
13972,"['male', 'song']"
13973,['song']
13974,['song']
13975,['song']
13976,"['male', 'song']"
13977,"['male', 'song']"
13978,['call']
13979,"['male', 'song']"
13980,['song']
13981,"['alarm call', 'song']"
13982,['song']
13983,['song']
13984,['song']
13985,['song']
13986,['song']
13987,"['alarm call', 'song']"
13988,['song']
13989,['song']
13990,"['male', 'song']"
13991,['song']
13992,['song']
13993,['song']
13994,['song']
13995,['song']
13996,['song']
13997,['song']
13998,['alarm call']
13999,['alarm call']
14000,['alarm call']
14001,['alarm call']
14002,['song']
14003,['alarm call']
14004,['song']
14005,"['male', 'song']"
14006,['song']
14007,['song']
14008,['song']
14009,['song']
14010,['song']
14011,['song']
14012,['song']
14013,"['call', 'song']"
14014,['song']
14015,['song']
14016,['call']
14017,['song']
14018,['alarm call']
14019,['song']
14020,['song']
14021,"['male', 'song']"
14022,['song']
14023,"['male', 'song']"
14024,"['male', 'song']"
14025,['song']
14026,['song']
14027,['song']
14028,['song']
14029,['song']
14030,"['Subsong', 'song']"
14031,['song']
14032,"['male', 'song']"
14033,['song']
14034,"['male', 'song']"
14035,"['male', 'song']"
14036,"['male', 'song']"
14037,['song']
14038,['song']
14039,"['alarm call', 'call', 'song']"
14040,['song']
14041,"['male', 'song']"
14042,['call']
14043,['song']
14044,"['male', 'song']"
14045,['call']
14046,"['male', 'song']"
14047,['alarm call']
14048,['song']
14049,['song']
14050,['song']
14051,['song']
14052,['song']
14053,['call']
14054,['song']
14055,"['male', 'song']"
14056,"['male', 'song']"
14057,['song']
14058,"['male', 'song']"
14059,"['male', 'song']"
14060,['song']
14061,['song']
14062,"['male', 'song']"
14063,['song']
14064,['song']
14065,['song']
14066,['song']
14067,['song']
14068,['song']
14069,['song']
14070,['song']
14071,['song']
14072,"['male', 'song']"
